manufacturer,spec,usecase,speed,ramtiming,model,xmp,color,rgb,image_url
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE VULCAN Z GRAY,True,,False,https://img.danawa.com/prod_img/500000/767/695/img/13695767_1.jpg?shrink=130:130&_v=20210324143711
삼성전자,DDR,데스크탑용,333,,DDR PC,False,,False,https://img.danawa.com/prod_img/500000/619/603/img/13603619_1.jpg?shrink=130:130&_v=20210315174741
킹스톤,DDR4,데스크탑용,3200,CL22,,False,,False,https://img.danawa.com/prod_img/500000/302/558/img/10558302_1.jpg?shrink=130:130&_v=20200821131934
ESSENCORE,DDR3,데스크탑용,1600,CL9,KLEVV URBANE,True,,False,https://img.danawa.com/prod_img/500000/022/152/img/4152022_1.jpg?shrink=130:130&_v=20200821134822
트랜센드,DDR3,데스크탑용,1600,CL11,,False,,False,https://img.danawa.com/prod_img/500000/455/111/img/8111455_1.jpg?shrink=130:130&_v=20200821134821
SK하이닉스,DDR3,데스크탑용,1600,,,False,,False,https://img.danawa.com/prod_img/500000/795/947/img/5947795_1.jpg?shrink=130:130&_v=20200821134822
SK하이닉스,DDR4,데스크탑용,2400,,,False,,False,https://img.danawa.com/prod_img/500000/625/718/img/5718625_1.jpg?shrink=130:130&_v=20200821133027
CORSAIR,DDR5,데스크탑용,6000,CL30,DOMINATOR PLATINUM,True,,True,https://img.danawa.com/prod_img/500000/138/057/img/20057138_1.jpg?shrink=130:130&_v=20230508152749
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/028/958/img/12958028_1.jpg?shrink=130:130&_v=20210325142758
실리콘파워,DDR3,데스크탑용,1600,CL11,,False,,False,https://img.danawa.com/prod_img/500000/131/747/img/5747131_1.jpg?shrink=130:130&_v=20200827101210
EKMEMORY,DDR3,데스크탑용,1333,CL9,,False,,False,https://img.danawa.com/prod_img/500000/282/928/img/928282_1.jpg?shrink=130:130&_v=20200821135240
실리콘파워,DDR3,데스크탑용,1333,,,False,,False,https://img.danawa.com/prod_img/500000/384/715/img/40715384_1.jpg?shrink=130:130&_v=20240312110821
V-COLOR,DDR5,데스크탑용,6200,CL40,MANTA 골든아미스,True,,True,https://img.danawa.com/prod_img/500000/600/025/img/16025600_1.jpg?shrink=130:130&_v=20220209095459
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE XTREEM A,True,,True,https://img.danawa.com/prod_img/500000/261/886/img/13886261_1.jpg?shrink=130:130&_v=20210413173357
삼성전자,DDR2,데스크탑용,667,,,False,,False,https://img.danawa.com/prod_img/500000/667/580/img/5580667_1.jpg?shrink=130:130&_v=20221208135808
타무즈,DDR5,데스크탑용,4800,CL40,,False,,False,https://img.danawa.com/prod_img/500000/893/293/img/16293893_1.jpg?shrink=130:130&_v=20220504162205
실리콘파워,DDR4,데스크탑용,3200,CL16,XPOWER TURBINE,True,,True,https://img.danawa.com/prod_img/500000/746/805/img/9805746_1.jpg?shrink=130:130&_v=20200821131934
실리콘파워,DDR4,데스크탑용,2400,,노트북,False,,False,https://img.danawa.com/prod_img/500000/698/768/img/39768698_1.jpg?shrink=130:130&_v=20240306170536
CYNEX,DDR4,데스크탑용,2133,CL15,엠트란,False,,False,https://img.danawa.com/prod_img/500000/640/852/img/2852640_1.jpg?shrink=130:130&_v=20200821133403
CORSAIR,DDR4,데스크탑용,3600,CL18,DOMINATOR PLATINUM INTEL,True,,True,https://img.danawa.com/prod_img/500000/102/814/img/16814102_1.jpg?shrink=130:130&_v=20220413111346
EKMEMORY,DDR2,데스크탑용,800,,,False,,False,https://img.danawa.com/prod_img/500000/315/800/img/5800315_1.jpg?shrink=130:130&_v=20200826170229
CYNEX,DDR4,데스크탑용,2400,CL15,,False,,False,https://img.danawa.com/prod_img/500000/612/330/img/5330612_1.jpg?shrink=130:130&_v=20200821133225
ESSENCORE,DDR4,데스크탑용,3000,CL16,KLEVV CRAS,True,WHITE,False,https://img.danawa.com/prod_img/500000/129/422/img/3422129_1.jpg?shrink=130:130&_v=20200821132528
실리콘파워,DDR4,데스크탑용,2400,,노트북,False,,False,https://img.danawa.com/prod_img/500000/689/768/img/39768689_1.jpg?shrink=130:130&_v=20240306170515
CYNEX,DDR3,데스크탑용,1333,,,False,,False,https://img.danawa.com/prod_img/500000/709/220/img/1220709_1.jpg?shrink=130:130&_v=20200821135240
RAMAXEL,DDR4,데스크탑용,3200,,,False,,False,https://img.danawa.com/prod_img/500000/754/276/img/25276754_1.jpg?shrink=130:130&_v=20230801151444
HIKVISION,DDR4,데스크탑용,3200,CL18,U1,False,,False,https://img.danawa.com/prod_img/500000/936/321/img/17321936_1.jpg?shrink=130:130&_v=20220623171751
CORSAIR,DDR5,데스크탑용,4800,CL40,VENGEANCE,True,BLACK,False,https://img.danawa.com/prod_img/500000/553/871/img/15871553_1.jpg?shrink=130:130&_v=20220829124044
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XTREEM A,True,WHITE,True,https://img.danawa.com/prod_img/500000/703/885/img/13885703_1.jpg?shrink=130:130&_v=20210413171635
TEAMGROUP,DDR4,데스크탑용,2666,CL16,T-FORCE DELTA 가넷,True,,True,https://img.danawa.com/prod_img/500000/143/711/img/10711143_1.jpg?shrink=130:130&_v=20200821132736
PATRIOT,DDR4,데스크탑용,4000,CL19,VIPER STEEL,True,,False,https://img.danawa.com/prod_img/500000/745/908/img/7908745_1.jpg?shrink=130:130&_v=20230621163230
실리콘파워,DDR2,데스크탑용,800,,,False,,False,https://img.danawa.com/prod_img/500000/601/800/img/5800601_1.jpg?shrink=130:130&_v=20200826170229
CYNEX,DDR2,데스크탑용,800,,,False,,False,https://img.danawa.com/prod_img/500000/464/800/img/5800464_1.jpg?shrink=130:130&_v=20200826170229
타무즈,DDR4,데스크탑용,2400,CL15,,False,,False,https://img.danawa.com/prod_img/500000/053/722/img/5722053_1.jpg?shrink=130:130&_v=20220603163646
ESSENCORE,DDR4,데스크탑용,3000,CL15,KLEVV CRAS II,True,RED,False,https://img.danawa.com/prod_img/500000/162/143/img/5143162_1.jpg?shrink=130:130&_v=20200821132527
ESSENCORE,DDR3,데스크탑용,1866,CL9,KLEVV URBANE,True,,False,https://img.danawa.com/prod_img/500000/056/152/img/4152056_1.jpg?shrink=130:130&_v=20200821134708
AVEXIR,DDR3,데스크탑용,1600,CL10,BLITZ 1.1 ORIGINAL 대양케이스,False,,False,https://img.danawa.com/prod_img/500000/601/430/img/2430601_1.jpg?shrink=130:130&_v=20200821134822
실리콘파워,DDR4,데스크탑용,2666,,노트북,False,,False,https://img.danawa.com/prod_img/500000/977/768/img/39768977_1.jpg?shrink=130:130&_v=20240306175640
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-CREATE EXPERT OC10L,False,,False,https://img.danawa.com/prod_img/500000/096/943/img/13943096_1.jpg?shrink=130:130&_v=20210420103147
ESSENCORE,DDR4,데스크탑용,3600,CL18,KLEVV CRAS XR,True,,True,https://img.danawa.com/prod_img/500000/796/121/img/12121796_1.jpg?shrink=130:130&_v=20200826103531
마이크론,DDR4,데스크탑용,2400,,,False,,False,https://img.danawa.com/prod_img/500000/334/443/img/17443334_1.jpg?shrink=130:130&_v=20220712144216
