manufacturer,spec,usecase,speed,ramtiming,model,xmp,color,rgb,image_url
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-CREATE EXPERT 서린,True,WHITE,False,https://img.danawa.com/prod_img/500000/134/547/img/20547134_1.jpg?shrink=130:130&_v=20230614174628
TEAMGROUP,DDR5,데스크탑용,5200,CL42,ELITE PLUS 서린,False,SILVER,False,https://img.danawa.com/prod_img/500000/684/767/img/18767684_1.jpg?shrink=130:130&_v=20230116145631
TEAMGROUP,DDR5,데스크탑용,7600,CL36,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/233/207/img/18207233_1.jpg?shrink=130:130&_v=20221108125413
OCPC,DDR4,데스크탑용,4000,CL19,X3TREME,True,BLACK,True,https://img.danawa.com/prod_img/500000/140/690/img/12690140_1.jpg?shrink=130:130&_v=20220221144951
CORSAIR,DDR4,데스크탑용,3200,CL16,DOMINATOR PLATINUM AMD,True,,True,https://img.danawa.com/prod_img/500000/068/331/img/7331068_1.jpg?shrink=130:130&_v=20211125170409
G.SKILL,DDR4,데스크탑용,3200,CL16,TRIDENT Z,True,,False,https://img.danawa.com/prod_img/500000/286/717/img/3717286_1.jpg?shrink=130:130&_v=20200821132145
TEAMGROUP,DDR5,데스크탑용,7800,CL38,T-FORCE DELTA 서린,True,,True,https://img.danawa.com/prod_img/500000/494/597/img/18597494_1.jpg?shrink=130:130&_v=20221227090338
G.SKILL,DDR4,데스크탑용,3200,CL14,TRIDENT Z,True,,False,https://img.danawa.com/prod_img/500000/623/419/img/6419623_1.jpg?shrink=130:130&_v=20200821132110
GEIL,DDR5,데스크탑용,5600,CL38,POLARIS,True,WHITE,False,https://img.danawa.com/prod_img/500000/497/539/img/19539497_1.jpg?shrink=130:130&_v=20230328165401
G.SKILL,DDR4,데스크탑용,3600,CL18,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/659/431/img/11431659_1.jpg?shrink=130:130&_v=20200821131336
GEIL,DDR4,데스크탑용,2666,CL19,SUPER LUCE SYNC,True,WHITE,True,https://img.danawa.com/prod_img/500000/481/444/img/8444481_1.jpg?shrink=130:130&_v=20200821132737
PNY,DDR4,데스크탑용,3200,CL16,XLR8 LP,True,,False,https://img.danawa.com/prod_img/500000/035/297/img/15297035_1.jpg?shrink=130:130&_v=20220121102520
TEAMGROUP,DDR5,데스크탑용,7200,CL34,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/173/135/img/18135173_1.jpg?shrink=130:130&_v=20221027165129
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-FORCE DELTA 서린,True,,True,https://img.danawa.com/prod_img/500000/029/035/img/16035029_1.jpg?shrink=130:130&_v=20221214090033
CORSAIR,DDR4,데스크탑용,3000,CL15,VENGEANCE PRO,True,BLACK,True,https://img.danawa.com/prod_img/500000/482/259/img/6259482_1.jpg?shrink=130:130&_v=20200821132322
PATRIOT,DDR5,데스크탑용,6600,CL34,VIPER VENOM,True,,True,https://img.danawa.com/prod_img/500000/077/351/img/30351077_1.jpg?shrink=130:130&_v=20231207095235
TEAMGROUP,DDR5,데스크탑용,5600,CL36,T-FORCE VULCAN,True,RED,False,https://img.danawa.com/prod_img/500000/320/547/img/20547320_1.jpg?shrink=130:130&_v=20230614180233
G.SKILL,DDR4,데스크탑용,3200,CL16,TRIDENT ZSK,True,,False,https://img.danawa.com/prod_img/500000/170/589/img/4589170_1.jpg?shrink=130:130&_v=20200821132145
PNY,DDR4,데스크탑용,3600,CL18,XLR8 GAMING,True,WHITE,False,https://img.danawa.com/prod_img/500000/999/152/img/15152999_1.jpg?shrink=130:130&_v=20220121103805
TEAMGROUP,DDR5,데스크탑용,5600,CL32,T-FORCE VULCAN,True,BLACK,False,https://img.danawa.com/prod_img/500000/917/612/img/18612917_1.jpg?shrink=130:130&_v=20221228131815
PNY,DDR4,데스크탑용,2666,CL16,XLR8 LP,True,,False,https://img.danawa.com/prod_img/500000/591/161/img/15161591_1.jpg?shrink=130:130&_v=20220121102441
GEIL,DDR4,데스크탑용,3200,CL16,ORION GRAY,True,,False,https://img.danawa.com/prod_img/500000/484/586/img/12586484_1.jpg?shrink=130:130&_v=20201109145156
G.SKILL,DDR4,데스크탑용,3200,CL14,FLARE X DUAL,True,BLACK,False,https://img.danawa.com/prod_img/500000/180/421/img/11421180_1.jpg?shrink=130:130&_v=20200821131934
PNY,DDR5,데스크탑용,4800,CL40,PERFORMANCE 제이씨현,False,,False,https://img.danawa.com/prod_img/500000/530/272/img/16272530_1.jpg?shrink=130:130&_v=20220224094427
GEIL,DDR5,데스크탑용,5600,CL38,POLARIS GRAY,True,,True,https://img.danawa.com/prod_img/500000/869/630/img/15630869_1.jpg?shrink=130:130&_v=20221213160435
G.SKILL,DDR4,데스크탑용,3200,CL16,TRIDENT ZSW,True,,False,https://img.danawa.com/prod_img/500000/267/244/img/4244267_1.jpg?shrink=130:130&_v=20200821132145
G.SKILL,DDR4,데스크탑용,3600,CL16,TRIDENT Z ROYAL ELITE,True,SILVER,False,https://img.danawa.com/prod_img/500000/734/601/img/14601734_1.jpg?shrink=130:130&_v=20210628163215
G.SKILL,DDR4,데스크탑용,3200,CL14,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/980/937/img/7937980_1.jpg?shrink=130:130&_v=20200821132109
CORSAIR,DDR4,데스크탑용,3200,CL16,DOMINATOR PLATINUM INTEL,True,,True,https://img.danawa.com/prod_img/500000/040/332/img/7332040_1.jpg?shrink=130:130&_v=20200908144818
GEIL,DDR5,데스크탑용,5200,CL34,ORION V,True,,True,https://img.danawa.com/prod_img/500000/116/167/img/22167116_1.jpg?shrink=130:130&_v=20230727105113
TEAMGROUP,DDR5,데스크탑용,6800,CL34,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/068/135/img/18135068_1.jpg?shrink=130:130&_v=20221027164650
TEAMGROUP,DDR5,데스크탑용,5600,CL32,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/786/134/img/18134786_1.jpg?shrink=130:130&_v=20221027170740
CORSAIR,DDR4,데스크탑용,3600,CL18,VENGEANCE PRO SL AMD,True,BLACK,True,https://img.danawa.com/prod_img/500000/726/244/img/13244726_1.jpg?shrink=130:130&_v=20210210110709
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE XTREEM A 서린,True,,True,https://img.danawa.com/prod_img/500000/786/362/img/12362786_1.jpg?shrink=130:130&_v=20210621150243
G.SKILL,DDR4,데스크탑용,3600,CL16,TRIDENT Z ROYAL C,True,SILVER,False,https://img.danawa.com/prod_img/500000/998/595/img/9595998_1.jpg?shrink=130:130&_v=20200821131608
G.SKILL,DDR4,데스크탑용,3200,CL14,TRIDENT Z ROYAL,True,SILVER,False,https://img.danawa.com/prod_img/500000/030/939/img/7939030_1.jpg?shrink=130:130&_v=20200821132109
TEAMGROUP,DDR5,데스크탑용,5600,CL36,T-FORCE DELTA TUF 서린,True,,True,https://img.danawa.com/prod_img/500000/488/597/img/18597488_1.jpg?shrink=130:130&_v=20221227090951
TEAMGROUP,DDR5,데스크탑용,6400,CL34,T-FORCE VULCAN,True,RED,False,https://img.danawa.com/prod_img/500000/335/547/img/20547335_1.jpg?shrink=130:130&_v=20230614180643
TEAMGROUP,DDR5,데스크탑용,7200,CL34,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/167/135/img/18135167_1.jpg?shrink=130:130&_v=20221027165029
GEIL,DDR4,데스크탑용,3200,CL16,ORION,True,RED,True,https://img.danawa.com/prod_img/500000/861/121/img/13121861_1.jpg?shrink=130:130&_v=20210113141745
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-CREATE EXPERT 서린,True,,False,https://img.danawa.com/prod_img/500000/183/568/img/19568183_1.jpg?shrink=130:130&_v=20230330155923
OLOY,DDR5,데스크탑용,5600,CL36,BLADE MIRROR 올로이앤코,True,,True,https://img.danawa.com/prod_img/500000/955/072/img/16072955_1.jpg?shrink=130:130&_v=20240129155039
CORSAIR,DDR4,데스크탑용,2666,CL16,VENGEANCE,True,,True,https://img.danawa.com/prod_img/500000/261/137/img/5137261_1.jpg?shrink=130:130&_v=20200821132851
TEAMGROUP,DDR5,데스크탑용,7600,CL36,T-FORCE DELTA,True,,True,https://img.danawa.com/prod_img/500000/182/207/img/18207182_1.jpg?shrink=130:130&_v=20221108125400
PNY,DDR4,데스크탑용,3200,CL16,XLR8 GAMING EPIC-X 마이크로닉스,True,SILVER,True,https://img.danawa.com/prod_img/500000/239/983/img/16983239_1.jpg?shrink=130:130&_v=20220513124423
TEAMGROUP,DDR4,데스크탑용,3600,CL18,T-FORCE XTREEM A 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/972/460/img/13460972_1.jpg?shrink=130:130&_v=20210413132010
CORSAIR,DDR4,데스크탑용,3000,CL15,VENGEANCE,True,WHITE,True,https://img.danawa.com/prod_img/500000/266/626/img/5626266_1.jpg?shrink=130:130&_v=20201116095345
CORSAIR,DDR4,데스크탑용,2666,CL16,VENGEANCE LED,True,RED,False,https://img.danawa.com/prod_img/500000/172/466/img/4466172_1.jpg?shrink=130:130&_v=20200821132851
TEAMGROUP,DDR5,데스크탑용,5600,CL32,T-FORCE DELTA 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/837/134/img/18134837_1.jpg?shrink=130:130&_v=20230329180507
PNY,DDR4,데스크탑용,3200,CL16,XLR8 히트싱크 마이크로닉스,True,,False,https://img.danawa.com/prod_img/500000/780/946/img/19946780_1.jpg?shrink=130:130&_v=20230426160009
ANACOMDA,DDR5,데스크탑용,6000,CL40,ET,True,BLACK,True,https://img.danawa.com/prod_img/500000/186/758/img/21758186_1.jpg?shrink=130:130&_v=20240102151331
TEAMGROUP,DDR5,데스크탑용,6000,CL38,T-FORCE VULCAN,True,RED,False,https://img.danawa.com/prod_img/500000/220/613/img/18613220_1.jpg?shrink=130:130&_v=20230329153127
CORSAIR,DDR4,데스크탑용,3000,CL15,VENGEANCE,True,,True,https://img.danawa.com/prod_img/500000/720/041/img/5041720_1.jpg?shrink=130:130&_v=20200821132527
G.SKILL,DDR5,데스크탑용,6000,CL32,FLARE X5 J,False,,False,https://img.danawa.com/prod_img/500000/401/931/img/17931401_1.jpg?shrink=130:130&_v=20221005102209
GEIL,DDR5,데스크탑용,8000,CL38,EVO V,True,WHITE,True,https://img.danawa.com/prod_img/500000/851/176/img/19176851_1.jpg?shrink=130:130&_v=20230329180048
TEAMGROUP,DDR5,데스크탑용,6800,CL34,T-FORCE DELTA,True,WHITE,True,https://img.danawa.com/prod_img/500000/098/135/img/18135098_1.jpg?shrink=130:130&_v=20221027164833
G.SKILL,DDR4,데스크탑용,3600,CL14,RIPJAWS V VK,True,,False,https://img.danawa.com/prod_img/500000/847/952/img/12952847_1.jpg?shrink=130:130&_v=20220824094124
OLOY,DDR5,데스크탑용,7600,CL36,BLADE MIRROR 올로이앤코,False,,True,https://img.danawa.com/prod_img/500000/459/920/img/18920459_1.jpg?shrink=130:130&_v=20240129154840
TEAMGROUP,DDR5,데스크탑용,5600,CL32,T-FORCE VULCAN,True,RED,False,https://img.danawa.com/prod_img/500000/974/612/img/18612974_1.jpg?shrink=130:130&_v=20221228131827
G.SKILL,DDR4,데스크탑용,3600,CL16,TRIDENT Z ROYAL ELITE,True,GOLD,False,https://img.danawa.com/prod_img/500000/416/601/img/14601416_1.jpg?shrink=130:130&_v=20210628162222
CORSAIR,DDR4,데스크탑용,3600,CL18,VENGEANCE PRO SL,True,WHITE,True,https://img.danawa.com/prod_img/500000/645/243/img/14243645_1.jpg?shrink=130:130&_v=20210521124303
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XTREEM A 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/056/461/img/13461056_1.jpg?shrink=130:130&_v=20210413130309
GEIL,DDR5,데스크탑용,6400,CL38,POLARIS GRAY,True,,True,https://img.danawa.com/prod_img/500000/025/540/img/19540025_1.jpg?shrink=130:130&_v=20230328171413
OLOY,DDR5,데스크탑용,6200,CL32,BLADE MIRROR 올로이앤코,False,,True,https://img.danawa.com/prod_img/500000/377/969/img/15969377_1.jpg?shrink=130:130&_v=20240129154944
G.SKILL,DDR4,데스크탑용,3600,CL14,TRIDENT Z ROYAL ELITE,True,GOLD,False,https://img.danawa.com/prod_img/500000/686/586/img/14586686_1.jpg?shrink=130:130&_v=20210628162326
TEAMGROUP,DDR4,데스크탑용,3200,CL14,T-FORCE XTREEM A 서린,True,,True,https://img.danawa.com/prod_img/500000/321/419/img/10419321_1.jpg?shrink=130:130&_v=20210413173516
OCPC,DDR4,데스크탑용,4266,CL19,X3TREME LABEL,True,BLACK,False,https://img.danawa.com/prod_img/500000/343/709/img/12709343_1.jpg?shrink=130:130&_v=20201118104358
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE XTREEM A 서린,False,,True,https://img.danawa.com/prod_img/500000/324/419/img/10419324_1.jpg?shrink=130:130&_v=20210413125945
GEIL,DDR5,데스크탑용,6600,CL38,EVO V,True,WHITE,True,https://img.danawa.com/prod_img/500000/050/420/img/18420050_1.jpg?shrink=130:130&_v=20221205093603
GEIL,DDR5,데스크탑용,6400,CL38,EVO V,True,WHITE,True,https://img.danawa.com/prod_img/500000/014/420/img/18420014_1.jpg?shrink=130:130&_v=20221205093636
TEAMGROUP,DDR4,데스크탑용,3200,CL14,T-FORCE XTREEM A 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/609/460/img/13460609_1.jpg?shrink=130:130&_v=20210413172101
GEIL,DDR5,데스크탑용,6800,CL36,EVO V GRAY,True,,True,https://img.danawa.com/prod_img/500000/071/420/img/18420071_1.jpg?shrink=130:130&_v=20221205093829
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-FORCE VULCAN,True,BLACK,False,https://img.danawa.com/prod_img/500000/347/547/img/20547347_1.jpg?shrink=130:130&_v=20230614180927
GEIL,DDR5,데스크탑용,6600,CL38,EVO V GRAY,True,,True,https://img.danawa.com/prod_img/500000/035/420/img/18420035_1.jpg?shrink=130:130&_v=20221205093348
TEAMGROUP,DDR5,데스크탑용,6400,CL40,T-FORCE VULCAN,True,RED,False,https://img.danawa.com/prod_img/500000/356/547/img/20547356_1.jpg?shrink=130:130&_v=20230614181114
TEAMGROUP,DDR4,데스크탑용,3200,CL14,T-CREATE EXPERT OC10L,False,,False,https://img.danawa.com/prod_img/500000/078/803/img/15803078_1.jpg?shrink=130:130&_v=20211129140926
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XTREEM A 서린,False,,True,https://img.danawa.com/prod_img/500000/339/419/img/10419339_1.jpg?shrink=130:130&_v=20210621150725
GEIL,DDR5,데스크탑용,6400,CL38,EVO V GRAY,True,,True,https://img.danawa.com/prod_img/500000/999/419/img/18419999_1.jpg?shrink=130:130&_v=20221205092939
ANACOMDA,DDR4,데스크탑용,2666,CL19,,False,,False,https://img.danawa.com/prod_img/500000/337/218/img/14218337_1.jpg?shrink=130:130&_v=20210617140629
G.SKILL,DDR5,데스크탑용,6000,CL32,TRIDENT Z5 NEO J,False,,False,https://img.danawa.com/prod_img/500000/046/932/img/17932046_1.jpg?shrink=130:130&_v=20221005102835
OLOY,DDR5,데스크탑용,6200,CL36,BLADE MIRROR 올로이앤코,False,,True,https://img.danawa.com/prod_img/500000/701/769/img/17769701_1.jpg?shrink=130:130&_v=20240129155017
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE XTREEM A 서린,True,WHITE,True,https://img.danawa.com/prod_img/500000/297/534/img/14534297_1.jpg?shrink=130:130&_v=20210621152207
GEIL,DDR4,데스크탑용,3600,CL18,ORION,True,RED,True,https://img.danawa.com/prod_img/500000/803/131/img/13131803_1.jpg?shrink=130:130&_v=20210113141736
G.SKILL,DDR4,데스크탑용,3200,CL16,RIPJAWS V VKB,True,,False,https://img.danawa.com/prod_img/500000/613/571/img/4571613_1.jpg?shrink=130:130&_v=20200821132145
GEIL,DDR4,데스크탑용,3200,CL16,ORION,True,RED,False,https://img.danawa.com/prod_img/500000/877/595/img/12595877_1.jpg?shrink=130:130&_v=20201109145133
ANACOMDA,DDR4,데스크탑용,3600,CL18,ET,True,BLACK,True,https://img.danawa.com/prod_img/500000/741/476/img/15476741_1.jpg?shrink=130:130&_v=20211020142410
GEIL,DDR4,데스크탑용,3600,CL18,ORION,True,RED,False,https://img.danawa.com/prod_img/500000/012/596/img/12596012_1.jpg?shrink=130:130&_v=20201102154530
G.SKILL,DDR4,데스크탑용,4800,CL18,TRIDENT Z ROYAL,True,SILVER,False,https://img.danawa.com/prod_img/500000/812/390/img/12390812_1.jpg?shrink=130:130&_v=20201005171842
CORSAIR,DDR4,데스크탑용,2666,CL16,VENGEANCE PRO,True,BLACK,True,https://img.danawa.com/prod_img/500000/453/259/img/6259453_1.jpg?shrink=130:130&_v=20200821132850
GEIL,DDR5,데스크탑용,8000,CL38,EVO V GRAY,True,,True,https://img.danawa.com/prod_img/500000/827/176/img/19176827_1.jpg?shrink=130:130&_v=20230329180114
GEIL,DDR5,데스크탑용,6400,CL38,POLARIS,True,WHITE,True,https://img.danawa.com/prod_img/500000/542/176/img/19176542_1.jpg?shrink=130:130&_v=20230228163040
G.SKILL,DDR4,데스크탑용,3600,CL17,TRIDENT ZKW,True,,False,https://img.danawa.com/prod_img/500000/413/848/img/4848413_1.jpg?shrink=130:130&_v=20200821131641
OLOY,DDR5,데스크탑용,6000,CL32,BLADE MIRROR,False,,True,https://img.danawa.com/prod_img/500000/176/252/img/18252176_1.jpg?shrink=130:130&_v=20240430164146
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DELTA TUF GAMING 서린,True,,True,https://img.danawa.com/prod_img/500000/604/323/img/7323604_1.jpg?shrink=130:130&_v=20200821132109
GEIL,DDR5,데스크탑용,5600,CL38,POLARIS,True,WHITE,True,https://img.danawa.com/prod_img/500000/920/630/img/15630920_1.jpg?shrink=130:130&_v=20240522153602
PNY,DDR4,데스크탑용,3200,CL16,XLR8 GAMING,True,,False,https://img.danawa.com/prod_img/500000/842/637/img/11637842_1.jpg?shrink=130:130&_v=20220525125122
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DELTA TUF GAMING 서린,True,,True,https://img.danawa.com/prod_img/500000/542/876/img/12876542_1.jpg?shrink=130:130&_v=20210310131503
V-COLOR,DDR5,데스크탑용,6000,CL36,MANTA XSKY,True,,True,https://img.danawa.com/prod_img/500000/552/371/img/18371552_1.jpg?shrink=130:130&_v=20221128100222
CORSAIR,DDR4,데스크탑용,3600,CL18,VENGEANCE PRO,True,BLACK,True,https://img.danawa.com/prod_img/500000/527/259/img/6259527_1.jpg?shrink=130:130&_v=20200908150159
G.SKILL,DDR4,데스크탑용,4266,CL19,TRIDENT ZSW,True,,False,https://img.danawa.com/prod_img/500000/365/848/img/4848365_1.jpg?shrink=130:130&_v=20200821130735
TEAMGROUP,DDR4,데스크탑용,4300,CL18,T-FORCE XTREEM,True,BLACK,False,https://img.danawa.com/prod_img/500000/454/545/img/7545454_1.jpg?shrink=130:130&_v=20200821130653
TEAMGROUP,DDR4,데스크탑용,4000,CL18,T-FORCE XCALIBUR PG 서린,True,,True,https://img.danawa.com/prod_img/500000/601/659/img/7659601_1.jpg?shrink=130:130&_v=20210310111907
V-COLOR,DDR5,데스크탑용,6400,CL32,MANTA XPRISM,True,BLACK,True,https://img.danawa.com/prod_img/500000/721/556/img/27556721_1.jpg?shrink=130:130&_v=20230814115034
G.SKILL,DDR4,데스크탑용,3600,CL16,TRIDENT Z ROYAL,True,SILVER,False,https://img.danawa.com/prod_img/500000/492/351/img/7351492_1.jpg?shrink=130:130&_v=20200821131608
G.SKILL,DDR4,데스크탑용,3600,CL16,TRIDENT Z NEO,True,,False,https://img.danawa.com/prod_img/500000/351/480/img/9480351_1.jpg?shrink=130:130&_v=20200821131608
ESSENCORE,DDR5,데스크탑용,6000,CL40,KLEVV CRAS XR5 서린,True,,True,https://img.danawa.com/prod_img/500000/284/888/img/27888284_1.jpg?shrink=130:130&_v=20231228131806
OCPC,DDR4,데스크탑용,3200,CL16,XT II,True,WHITE,False,https://img.danawa.com/prod_img/500000/244/612/img/13612244_1.jpg?shrink=130:130&_v=20220221144951
ADATA,DDR5,데스크탑용,5600,CL46,,False,,False,https://img.danawa.com/prod_img/500000/799/940/img/27940799_1.jpg?shrink=130:130&_v=20240207135558
에이서,DDR4,데스크탑용,3600,CL14,프레데터 APOLLO,True,,False,https://img.danawa.com/prod_img/500000/372/207/img/14207372_1.jpg?shrink=130:130&_v=20210518145559
G.SKILL,DDR4,데스크탑용,3600,CL17,TRIDENT Z,True,,True,https://img.danawa.com/prod_img/500000/428/169/img/6169428_1.jpg?shrink=130:130&_v=20200821131641
GEIL,DDR4,데스크탑용,4133,CL19,SUPER LUCE SYNC,True,WHITE,True,https://img.danawa.com/prod_img/500000/921/781/img/6781921_1.jpg?shrink=130:130&_v=20200821130826
G.SKILL,DDR4,데스크탑용,3600,CL14,TRIDENT Z ROYAL B,True,GOLD,False,https://img.danawa.com/prod_img/500000/590/431/img/11431590_1.jpg?shrink=130:130&_v=20200821131336
G.SKILL,DDR4,데스크탑용,3600,CL14,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/324/947/img/12947324_1.jpg?shrink=130:130&_v=20220613165446
G.SKILL,DDR4,데스크탑용,4000,CL17,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/788/937/img/7937788_1.jpg?shrink=130:130&_v=20200821130950
PNY,DDR4,데스크탑용,4600,CL19,XLR8 GAMING EPIC-X,True,,True,https://img.danawa.com/prod_img/500000/450/459/img/17459450_1.jpg?shrink=130:130&_v=20220714123740
PNY,DDR4,데스크탑용,3200,CL16,XLR8 GAMING EPIC-X,True,,True,https://img.danawa.com/prod_img/500000/747/716/img/12716747_1.jpg?shrink=130:130&_v=20201130125053
CORSAIR,DDR4,데스크탑용,3600,CL18,VENGEANCE PRO,True,WHITE,True,https://img.danawa.com/prod_img/500000/150/476/img/6476150_1.jpg?shrink=130:130&_v=20200908145845
V-COLOR,DDR4,데스크탑용,2666,CL19,컬러풀,False,,False,https://img.danawa.com/prod_img/500000/666/154/img/6154666_1.jpg?shrink=130:130&_v=20200821132850
V-COLOR,DDR5,데스크탑용,7200,CL36,MANTA XPRISM,True,BLACK,True,https://img.danawa.com/prod_img/500000/198/591/img/20591198_1.jpg?shrink=130:130&_v=20231114125328
TEAMGROUP,DDR4,데스크탑용,4500,CL18,T-FORCE XTREEM,True,BLACK,False,https://img.danawa.com/prod_img/500000/607/545/img/7545607_1.jpg?shrink=130:130&_v=20200821130554
OCPC,DDR4,데스크탑용,4000,CL19,X3TREME LABEL,True,BLACK,False,https://img.danawa.com/prod_img/500000/319/709/img/12709319_1.jpg?shrink=130:130&_v=20201118104325
OCPC,DDR4,데스크탑용,3200,CL16,XT II,True,BLACK,False,https://img.danawa.com/prod_img/500000/172/612/img/13612172_1.jpg?shrink=130:130&_v=20220221144951
ESSENCORE,DDR4,데스크탑용,3600,CL18,KLEVV CRAS XR 서린,True,,True,https://img.danawa.com/prod_img/500000/856/821/img/29821856_1.jpg?shrink=130:130&_v=20231107085523
CORSAIR,DDR4,데스크탑용,2666,CL16,VENGEANCE PRO,True,WHITE,True,https://img.danawa.com/prod_img/500000/605/259/img/6259605_1.jpg?shrink=130:130&_v=20200821132850
킹스톤,DDR5,데스크탑용,5200,CL40,FURY BEAST,True,,False,https://img.danawa.com/prod_img/500000/047/761/img/16761047_1.jpg?shrink=130:130&_v=20220530093104
GIGABYTE,DDR5,데스크탑용,5200,CL40,AORUS 제이씨현,True,,False,https://img.danawa.com/prod_img/500000/004/910/img/15910004_1.jpg?shrink=130:130&_v=20220323155629
G.SKILL,DDR5,데스크탑용,6000,CL36,TRIDENT Z5,True,SILVER,True,https://img.danawa.com/prod_img/500000/600/980/img/15980600_1.jpg?shrink=130:130&_v=20211220151943
OCPC,DDR4,데스크탑용,3600,CL16,X3TREME LABEL,True,BLACK,False,https://img.danawa.com/prod_img/500000/241/709/img/12709241_1.jpg?shrink=130:130&_v=20201118104216
G.SKILL,DDR5,데스크탑용,8000,CL38,TRIDENT Z5 J,True,,True,https://img.danawa.com/prod_img/500000/816/419/img/18419816_1.jpg?shrink=130:130&_v=20221205091356
G.SKILL,DDR4,데스크탑용,4000,CL15,TRIDENT Z ROYAL,True,GOLD,False,https://img.danawa.com/prod_img/500000/902/577/img/11577902_1.jpg?shrink=130:130&_v=20200821130950
V-COLOR,DDR5,데스크탑용,6400,CL36,MANTA XPRISM,True,BLACK,True,https://img.danawa.com/prod_img/500000/087/591/img/20591087_1.jpg?shrink=130:130&_v=20231114125248
TERABYTE,DDR4,데스크탑용,3200,CL22,RAMONSTER,False,,False,https://img.danawa.com/prod_img/500000/718/274/img/18274718_1.jpg?shrink=130:130&_v=20221115130007
PNY,DDR4,데스크탑용,3600,CL18,XLR8 GAMING EPIC-X 마이크로닉스,True,SILVER,True,https://img.danawa.com/prod_img/500000/761/355/img/17355761_1.jpg?shrink=130:130&_v=20220629130149
G.SKILL,DDR4,데스크탑용,4000,CL16,TRIDENT Z ROYAL ELITE,True,SILVER,False,https://img.danawa.com/prod_img/500000/827/601/img/14601827_1.jpg?shrink=130:130&_v=20210628163238
OCPC,DDR4,데스크탑용,3600,CL18,X3TREME LABEL,True,BLACK,False,https://img.danawa.com/prod_img/500000/256/709/img/12709256_1.jpg?shrink=130:130&_v=20201120093632
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE PRO,True,BLACK,True,https://img.danawa.com/prod_img/500000/946/233/img/6233946_1.jpg?shrink=130:130&_v=20200821132110
삼성전자,DDR4,데스크탑용,2400,,,False,,False,https://img.danawa.com/prod_img/500000/449/236/img/11236449_1.jpg?shrink=130:130&_v=20220217124540
PNY,DDR5,데스크탑용,6200,CL42,XLR8 MAKO,True,,False,https://img.danawa.com/prod_img/500000/395/344/img/16344395_1.jpg?shrink=130:130&_v=20220411142328
PNY,DDR4,데스크탑용,3600,CL18,XLR8 GAMING,True,,False,https://img.danawa.com/prod_img/500000/016/169/img/12169016_1.jpg?shrink=130:130&_v=20220121103425
OCPC,DDR4,데스크탑용,3600,CL18,X3TREME,True,PINK,True,https://img.danawa.com/prod_img/500000/874/694/img/12694874_1.jpg?shrink=130:130&_v=20201120093712
마이크론,DDR4,데스크탑용,2666,CL19,CRUCIAL,False,,False,https://img.danawa.com/prod_img/500000/783/179/img/10179783_1.jpg?shrink=130:130&_v=20200821132736
ADATA,DDR5,데스크탑용,6400,CL32,XPG LANCER,True,WHITE,True,https://img.danawa.com/prod_img/500000/621/235/img/19235621_1.jpg?shrink=130:130&_v=20230314173149
CORSAIR,DDR4,데스크탑용,3200,CL16,VENGEANCE PRO SL,True,BLACK,True,https://img.danawa.com/prod_img/500000/026/245/img/13245026_1.jpg?shrink=130:130&_v=20210210110955
TEAMGROUP,DDR4,데스크탑용,3600,CL14,T-FORCE DELTA 서린,True,,True,https://img.danawa.com/prod_img/500000/037/876/img/16876037_1.jpg?shrink=130:130&_v=20220420164721
마이크론,DDR4,데스크탑용,3200,CL16,CRUCIAL BALLISTIX,True,BLACK,True,https://img.danawa.com/prod_img/500000/455/966/img/10966455_1.jpg?shrink=130:130&_v=20210305141113
TEAMGROUP,DDR4,데스크탑용,3200,CL16,T-FORCE DARK Z GREY,False,,False,https://img.danawa.com/prod_img/500000/570/400/img/11400570_1.jpg?shrink=130:130&_v=20200821131934
